Date,Open,High,Low,Close,Adj Close,Volume
2020-03-01,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300
2020-03-02,8563.264648,8921.308594,8532.630859,8869.669922,8869.669922,42857674408
2020-03-03,8865.387695,8901.598633,8704.990234,8787.786133,8787.786133,42386715820
2020-03-04,8788.541992,8843.366211,8712.431641,8755.246094,8755.246094,34746706368
2020-03-05,8760.285156,9142.054688,8757.253906,9078.762695,9078.762695,39698054597
2020-03-06,9078.308594,9167.695313,9032.079102,9122.545898,9122.545898,40826885650
2020-03-07,9121.600586,9163.220703,8890.744141,8909.954102,8909.954102,36216930369
2020-03-08,8908.206055,8914.343750,8105.252930,8108.116211,8108.116211,39973102120
2020-03-09,8111.146484,8177.793457,7690.098145,7923.644531,7923.644531,46936995808
2020-03-10,7922.146973,8136.945313,7814.763184,7909.729492,7909.729492,42213940993
2020-03-11,7910.089844,7950.814453,7642.812500,7911.430176,7911.430176,38682762604
2020-03-12,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243
2020-03-13,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772074
2020-03-14,5573.077637,5625.226563,5125.069336,5200.366211,5200.366211,36154506007
2020-03-15,5201.066895,5836.645020,5169.283203,5392.314941,5392.314941,33997889638
2020-03-16,5385.229492,5385.229492,4575.357910,5014.479980,5014.479980,45368026429
2020-03-17,5002.578125,5371.348633,4981.909180,5225.629395,5225.629395,38622642935
2020-03-18,5227.113770,5331.833984,5069.335938,5238.438477,5238.438477,37878801016
2020-03-19,5245.416504,6329.735840,5236.968750,6191.192871,6191.192871,51000731797
2020-03-20,6191.653809,6844.261719,5865.781738,6198.778320,6198.778320,54442976102
2020-03-21,6206.521484,6378.135254,5932.823242,6185.066406,6185.066406,42494390879
2020-03-22,6185.558105,6359.697266,5823.713867,5830.254883,5830.254883,40099664740
2020-03-23,5831.374512,6443.934570,5785.004395,6416.314941,6416.314941,46491915999
2020-03-24,6436.642578,6789.022949,6411.066406,6734.803711,6734.803711,48221910672
2020-03-25,6738.716797,6892.511230,6536.926270,6681.062988,6681.062988,44590107887
2020-03-26,6675.170898,6735.463867,6590.962891,6716.440430,6716.440430,35319797641
2020-03-27,6719.389160,6793.836426,6466.701660,6469.798340,6469.798340,34585598366
2020-03-28,6467.253906,6467.500977,6117.837891,6242.193848,6242.193848,34885225901
2020-03-29,6245.624512,6250.467285,5920.085938,5922.042969,5922.042969,28373690930
2020-03-30,5925.538574,6517.195801,5903.234375,6429.841797,6429.841797,37101651525
2020-03-31,6430.606445,6504.515137,6374.162109,6438.644531,6438.644531,32786468812
2020-04-01,6437.319336,6612.573730,6202.373535,6606.776367,6606.776367,40346426265
2020-04-02,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124
2020-04-03,6797.396484,7003.220703,6673.335938,6733.387207,6733.387207,38976504902
2020-04-04,6738.382813,6878.953613,6696.484863,6867.527344,6867.527344,33185988583
2020-04-05,6862.537598,6883.414063,6715.929199,6791.129395,6791.129395,29510409856
2020-04-06,6788.049805,7271.781250,6782.889648,7271.781250,7271.781250,46896904614
2020-04-07,7273.644043,7427.939453,7136.714355,7176.414551,7176.414551,44243482667
2020-04-08,7179.283203,7356.223633,7153.305664,7334.098633,7334.098633,37563249548
2020-04-09,7337.966309,7341.448242,7179.094238,7302.089355,7302.089355,34815139177
2020-04-10,7303.815430,7303.815430,6802.475098,6865.493164,6865.493164,43622840991
2020-04-11,6867.440430,6926.069824,6789.920898,6859.083008,6859.083008,31222085946
2020-04-12,6858.067871,7119.947266,6811.078125,6971.091797,6971.091797,35759567632
2020-04-13,6965.616699,6965.616699,6668.259766,6845.037598,6845.037598,38619308647
2020-04-14,6843.281738,6958.557129,6793.821289,6842.427734,6842.427734,34110434051
2020-04-15,6845.561523,6928.664551,6633.402832,6642.109863,6642.109863,32288311030
2020-04-16,6640.454102,7134.450684,6555.504395,7116.804199,7116.804199,46783242376
2020-04-17,7116.552734,7167.183105,7050.332031,7096.184570,7096.184570,32513423567
2020-04-18,7092.291504,7269.956543,7089.247070,7257.665039,7257.665039,32447188385
2020-04-19,7260.922363,7280.521973,7167.054688,7189.424805,7189.424805,31311210215
2020-04-20,7186.873535,7240.290527,6835.502930,6881.958496,6881.958496,37747113935
2020-04-21,6879.784180,6934.551758,6834.442383,6880.323242,6880.323242,32589741510
2020-04-22,6879.440430,7145.865723,6867.781738,7117.207520,7117.207520,33249153865
2020-04-23,7121.306152,7491.785156,7081.594727,7429.724609,7429.724609,43500782316
2020-04-24,7434.181641,7574.195801,7434.181641,7550.900879,7550.900879,34636526285
2020-04-25,7550.482910,7641.363770,7521.672363,7569.936035,7569.936035,32941541446
2020-04-26,7570.139160,7700.594238,7561.407715,7679.867188,7679.867188,33070154490
2020-04-27,7679.418945,7795.601074,7679.418945,7795.601074,7795.601074,36162144724
2020-04-28,7796.970215,7814.527344,7730.806641,7807.058594,7807.058594,33187959920
2020-04-29,7806.712402,8871.753906,7786.049316,8801.038086,8801.038086,60201052202
2020-04-30,8674.056641,9039.418945,8674.056641,9025.640625,9025.640625,51377115136
